Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases;en_event;nr_cases;nr_past_events;nr_ongoing_cases;cr_cases_intensity;complete_cases_intensity;hour_day;day_week;day_month;month_year
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;145.0;2012-01-22 18:58:00;1138;1;6;18;52.0;24666.0;16;34;51;35;10.0;48;1.25;0.001378415632854942;12.0;4.0;26.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 5;ID4167;D;Machine 5 - Turning & Milling;22;0;240.0;2012-01-22 19:53:00;1193;1;6;19;187.0;6622.0;25;34;66;35;12.0;19;0.13368983957219252;0.0010570824524312897;7.0;2.0;31.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;22;0;241.0;2012-01-22 19:57:00;1197;1;6;19;4.0;6626.0;26;34;66;35;12.0;19;6.25;0.001056444310292786;7.0;2.0;31.0;1.0
Ballnut;missing;12;Case27;regular;Round Grinding - Manual;ID4872;D;Machine 27 - Grinding;12;0;224.0;2012-01-22 22:11:00;1331;1;6;22;224.0;6020.0;11;34;15;35;6.0;48;0.09821428571428571;0.0009966777408637873;11.0;4.0;5.0;1.0
Ballnut;missing;16;Case241;deviant;Turning & Milling - Machine 6;ID4167;S;Machine 6 - Turning & Milling;1;0;211.0;2012-01-22 23:34:00;1414;1;6;23;8539.0;9979.0;3;33;3;34;2.0;15;0.004215950345473709;0.001102314861208538;16.0;1.0;2.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;13;0;292.0;2012-01-22 23:51:00;1431;1;6;23;293.0;24959.0;17;33;51;34;10.0;48;0.22184300341296928;0.0014022997716254659;12.0;4.0;26.0;1.0
Cutting Wheel;missing;21;Case206;deviant;Packing;other;D;Packing;10;0;60.0;2012-01-23 01:00:00;60;1;0;1;1010.0;20753.0;8;32;11;34;5.0;1;0.061386138613861385;0.0014937599383221703;12.0;3.0;4.0;1.0
Compound Dies;missing;18;Case263;regular;Packing;other;D;Packing;0;0;60.0;2012-01-23 01:00:00;60;1;0;1;0.0;29640.0;21;32;22;34;19.0;41;75;0.001484480431848853;13.0;2.0;10.0;1.0
Compound Dies;missing;18;Case263;regular;Packing;other;D;Packing;18;0;60.0;2012-01-23 01:00:00;60;1;0;1;1023.0;29640.0;22;32;22;33;21.0;41;0.07331378299120235;0.001484480431848853;13.0;2.0;10.0;1.0
Cable Head;missing;5;Case245;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;428.0;2012-01-23 03:30:00;210;1;0;3;3782.0;4973.0;6;32;15;33;5.0;1;0.004230565838180857;0.0010054293183189222;11.0;4.0;5.0;1.0
Cable Head;missing;5;Case245;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;4;0;109.0;2012-01-23 05:20:00;320;1;0;5;110.0;5083.0;7;32;15;33;6.0;1;0.14545454545454545;0.0009836710603974032;11.0;4.0;5.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;80;0;611.0;2012-01-23 06:20:00;380;1;0;6;623.0;7249.0;27;32;66;33;26.0;19;0.04012841091492777;0.0012415505586977514;7.0;2.0;31.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;33;0;612.0;2012-01-23 06:22:00;382;1;0;6;2.0;7251.0;28;32;66;33;27.0;19;12.5;0.0012412081092263137;7.0;2.0;31.0;1.0
Ballnut;missing;24;Case229;regular;Turning & Milling - Machine 8;ID4529;D;Machine 8 - Turning & Milling;20;0;411.0;2012-01-23 06:27:00;387;1;0;6;747.0;1057.0;3;32;11;33;2.0;41;0.01606425702811245;0.001892147587511826;12.0;3.0;4.0;1.0
Drill;missing;325;Case259;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;26;0;625.0;2012-01-23 06:44:00;404;1;0;6;777.0;8144.0;15;32;19;33;13.0;19;0.036036036036036036;0.0012278978388998035;12.0;1.0;9.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;17;0;412.0;2012-01-23 06:49:00;409;1;0;6;418.0;25377.0;18;32;51;33;10.0;48;0.15550239234449761;0.0014186074004019387;12.0;4.0;26.0;1.0
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;4;0;120.0;2012-01-23 07:00:00;420;1;0;7;0.0;0.0;1;33;5;34;0.0;7;0;0;7.0;2.0;3.0;1.0
Drill;missing;325;Case259;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;60.0;2012-01-23 07:54:00;474;1;0;7;70.0;8214.0;16;33;19;34;15.0;19;0.4142857142857143;0.0012174336498660824;12.0;1.0;9.0;1.0
Cable Head;missing;5;Case245;deviant;Turning & Milling Q.C.;ID4493;D;Quality Check 1;5;0;60.0;2012-01-23 08:43:00;523;1;0;8;203.0;5286.0;8;33;15;34;6.0;1;0.08374384236453201;0.0009458948164964056;11.0;4.0;5.0;1.0
Spur Gear;missing;100;Case11;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;37;0;1.0;2012-01-23 09:25:00;565;1;0;9;1072.0;10665.0;17;33;20;34;15.0;48;0.03451492537313433;0.0014064697609001407;16.0;1.0;9.0;1.0
Ballnut;missing;24;Case229;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;4;0;126.0;2012-01-23 09:44:00;584;1;0;9;197.0;1254.0;4;33;11;34;3.0;41;0.06598984771573604;0.001594896331738437;12.0;3.0;4.0;1.0
Spur Gear;missing;251;Case10;deviant;Turning Q.C.;ID4618;D;Quality Check 1;251;0;152.0;2012-01-23 10:26:00;626;1;0;10;999.0;8601.0;16;33;22;34;15.0;0;0.03203203203203203;0.0012789210556911988;13.0;2.0;10.0;1.0
Plug;missing;13;Case23;deviant;other;ID4429;S;Machine 5 - Turning & Milling;0;0;196.0;2012-01-23 10:32:00;632;1;0;10;0.0;0.0;1;34;3;35;0.0;13;0;0;16.0;1.0;2.0;1.0
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;70;0;76.0;2012-01-23 11:22:00;682;1;0;11;300.0;7551.0;29;34;66;35;27.0;19;0.09;0.0011918951132300357;7.0;2.0;31.0;1.0
Ballnut;missing;24;Case229;regular;Turning Q.C.;ID4287;D;Quality Check 1;24;0;99.0;2012-01-23 11:37:00;697;1;0;11;113.0;1367.0;5;34;11;35;3.0;41;0.12389380530973451;0.001463057790782736;12.0;3.0;4.0;1.0
Punch Plate;missing;170;Case20;deviant;Laser Marking - Machine 7;ID4932;D;Machine 7- Laser Marking;170;0;61.0;2012-01-23 12:45:00;765;1;0;12;8275.0;11439.0;12;34;23;35;11.0;3;0.004833836858006042;0.0014861438936970015;23.0;2.0;10.0;1.0
Spur Gear;missing;12;Case273;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;12;0;149.0;2012-01-23 13:52:00;832;1;0;13;6108.0;7177.0;5;34;15;35;3.0;48;0.0044204322200392925;0.0011146718684687195;11.0;4.0;5.0;1.0
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;1;0;190.0;2012-01-23 14:20:00;860;1;0;14;0.0;0.0;1;35;24;36;0.0;41;0;0;1.0;3.0;11.0;1.0
Punch Plate;Y;151;Case21;deviant;Laser Marking - Machine 7;ID4932;D;Machine 7- Laser Marking;151;0;51.0;2012-01-23 14:37:00;877;1;0;14;11428.0;15642.0;13;35;24;36;12.0;48;0.004025201260063003;0.0012786088735455823;1.0;3.0;11.0;1.0
Ballnut;missing;16;Case239;regular;other;ID4618;D;Quality Check 1;16;0;3.0;2012-01-23 14:49:00;889;1;0;14;8716.0;12011.0;7;35;12;36;6.0;41;0.004933455713630105;0.0014153692448588794;13.0;3.0;4.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;0;0;130.0;2012-01-23 15:30:00;930;1;0;15;248.0;7799.0;30;35;66;36;27.0;19;0.125;0.001153994101807924;7.0;2.0;31.0;1.0
Cable Head;missing;200;Case187;deviant;Final Inspection Q.C.;ID4493;D;Quality Check 1;0;0;356.0;2012-01-23 16:01:00;961;1;0;16;1440.0;30631.0;19;35;28;36;18.0;48;0.05416666666666667;0.0014690999314420031;1.0;1.0;16.0;1.0
Ballnut;Y;315;Case260;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;57.0;2012-01-23 16:03:00;963;1;0;16;1353.0;20733.0;10;35;27;36;9.0;15;0.04804138950480414;0.0015434331741667872;9.0;7.0;15.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;32;0;549.0;2012-01-23 16:06:00;966;1;0;16;36.0;7835.0;31;35;66;36;27.0;19;0.8611111111111112;0.001148691767708998;7.0;2.0;31.0;1.0
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;108.0;2012-01-23 16:09:00;969;1;0;16;109.0;109.0;2;35;24;36;0.0;41;0.045871559633027525;0;1.0;3.0;11.0;1.0
Ballnut;missing;30;Case223;regular;Turning & Milling Q.C.;ID4287;S;Quality Check 1;0;0;161.0;2012-01-23 16:11:00;971;1;0;16;2.0;111.0;3;35;24;36;0.0;41;2.5;0;1.0;3.0;11.0;1.0
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;2;0;536.0;2012-01-23 16:12:00;972;1;0;16;552.0;552.0;2;35;5;36;1.0;7;0.025362318840579712;0;7.0;2.0;3.0;1.0
Cable Head;missing;250;Case178;regular;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;9.0;2012-01-23 16:18:00;978;1;0;16;4524.0;30928.0;14;35;34;36;12.0;5;0.017241379310344827;0.0014549922400413865;1.0;2.0;24.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;17;0;554.0;2012-01-23 16:20:00;980;1;0;16;571.0;25948.0;19;35;51;36;10.0;48;0.1190893169877408;0.0013873901649452752;12.0;4.0;26.0;1.0
Ballnut;missing;12;Case27;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;16.0;2012-01-23 17:13:00;1033;1;0;17;1142.0;7162.0;12;35;15;36;11.0;48;0.024518388791593695;0.001117006422786931;11.0;4.0;5.0;1.0
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;3;0;64.0;2012-01-23 17:17:00;1037;1;0;17;65.0;617.0;3;35;5;36;2.0;7;0.26153846153846155;0;7.0;2.0;3.0;1.0
Cable Head;missing;185;Case225;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;20;0;75.0;2012-01-23 17:38:00;1058;1;0;17;78.0;26026.0;20;35;51;36;19.0;48;0.8717948717948718;0.0013832321524629217;12.0;4.0;26.0;1.0
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;0;0;633.0;2012-01-23 17:43:00;1063;1;0;17;6853.0;10291.0;5;35;16;36;4.0;0;0.005545016780971837;0.0012632397240307065;1.0;1.0;9.0;1.0
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;27.0;2012-01-23 17:45:00;1065;1;0;17;28.0;645.0;4;35;5;36;2.0;7;0.6428571428571429;0;7.0;2.0;3.0;1.0
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;8;0;99.0;2012-01-23 17:48:00;1068;1;0;17;97.0;208.0;4;35;24;36;0.0;41;0.10309278350515463;0;1.0;3.0;11.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;15;0;244.0;2012-01-23 20:13:00;1213;1;0;20;247.0;8082.0;32;35;66;36;27.0;19;0.12550607287449392;0.0011135857461024498;7.0;2.0;31.0;1.0
Plug;missing;13;Case23;deviant;other;ID4167;D;Machine 5 - Turning & Milling;13;0;243.0;2012-01-23 20:13:00;1213;1;0;20;581.0;581.0;2;35;3;36;1.0;13;0.024096385542168676;0;16.0;1.0;2.0;1.0
Drill;missing;325;Case259;deviant;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;1;0;92.0;2012-01-23 21:48:00;1308;1;0;21;834.0;9048.0;17;35;19;36;16.0;19;0.039568345323741004;0.0011052166224580018;12.0;1.0;9.0;1.0
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;62.0;2012-01-23 22:18:00;1338;1;0;22;461.0;16103.0;14;35;24;36;13.0;48;0.09978308026030369;0.0012420045954170031;1.0;3.0;11.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 2;ID4872;D;Machine 2 - Round Grinding;22;0;433.0;2012-01-23 23:33:00;1413;1;0;23;355.0;26381.0;21;35;51;36;19.0;48;0.19154929577464788;0.0013646184754179144;12.0;4.0;26.0;1.0
Clamp;missing;150;Case163;deviant;Packing;ID4491;D;Packing;8;0;60.0;2012-01-24 01:00:00;60;1;1;1;2505.0;21600.0;6;34;6;35;4.0;41;0.02594810379241517;0.0014814814814814814;8.0;2.0;3.0;1.0
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;75.0;2012-01-24 01:15:00;75;1;1;1;0.0;8384.0;33;34;66;35;27.0;19;31;0.0011927480916030535;7.0;2.0;31.0;1.0
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;75.0;2012-01-24 01:15:00;75;1;1;1;0.0;8384.0;34;34;66;35;27.0;19;31;0.0011927480916030535;7.0;2.0;31.0;1.0
Cable Head;missing;557;Case18;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;0;0;75.0;2012-01-24 01:15:00;75;1;1;1;302.0;8384.0;35;34;66;35;27.0;19;0.10264900662251655;0.0011927480916030535;7.0;2.0;31.0;1.0
Plug;missing;13;Case23;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;0;0;327.0;2012-01-24 02:10:00;130;1;1;2;357.0;938.0;3;33;3;34;1.0;13;0.04201680672268908;0.0010660980810234541;16.0;1.0;2.0;1.0
Ballnut;missing;5;Case22;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;360.0;2012-01-24 05:00:00;300;1;1;5;675.0;1320.0;5;32;5;33;4.0;7;0.02666666666666667;0.0015151515151515152;7.0;2.0;3.0;1.0
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID4529;D;Machine 8 - Turning & Milling;6;0;110.0;2012-01-24 06:27:00;387;1;1;6;759.0;967.0;5;32;24;33;4.0;41;0.015810276679841896;0.0031023784901758012;1.0;3.0;11.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;27;0;610.0;2012-01-24 06:28:00;388;1;1;6;313.0;8697.0;36;32;66;33;27.0;19;0.09904153354632587;0.0013797861331493618;7.0;2.0;31.0;1.0
Drill;missing;325;Case259;deviant;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;20;0;559.0;2012-01-24 07:08:00;428;1;1;7;560.0;9608.0;18;32;19;33;16.0;19;0.05892857142857143;0.0013530391340549543;12.0;1.0;9.0;1.0
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;2;0;13.0;2012-01-24 07:17:00;437;1;1;7;0.0;0.0;1;33;11;34;0.0;41;0;0;12.0;3.0;4.0;1.0
Ballnut;Y;315;Case260;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;83;0;30.0;2012-01-24 07:20:00;440;1;1;7;917.0;21650.0;11;33;27;34;10.0;15;0.07197382769901854;0.0016166281755196305;9.0;7.0;15.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;17;0;100.0;2012-01-24 08:40:00;520;1;1;8;132.0;8829.0;37;33;66;34;27.0;19;0.24242424242424243;0.0013591573224600749;7.0;2.0;31.0;1.0
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;17;0;110.0;2012-01-24 08:40:00;520;1;1;8;622.0;16725.0;15;33;24;34;13.0;48;0.07556270096463022;0.001375186846038864;1.0;3.0;11.0;1.0
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;137.0;2012-01-24 09:35:00;575;1;1;9;138.0;138.0;2;33;11;34;0.0;41;0.021739130434782608;0;12.0;3.0;4.0;1.0
Ballnut;missing;12;Case252;regular;Turning & Milling - Machine 6;ID4618;D;Machine 6 - Turning & Milling;0;0;148.0;2012-01-24 09:48:00;588;1;1;9;13.0;151.0;3;33;11;34;0.0;41;0.23076923076923078;0;12.0;3.0;4.0;1.0
Drill;missing;325;Case259;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;185;0;1.0;2012-01-24 10:32:00;632;1;1;10;204.0;9812.0;19;32;19;33;16.0;19;0.16666666666666666;0.0013249082755809212;12.0;1.0;9.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;10;0;231.0;2012-01-24 10:51:00;651;1;1;10;131.0;8960.0;38;32;66;33;27.0;19;0.24427480916030533;0.0014508928571428572;7.0;2.0;31.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;B;Machine 4 - Turning & Milling;0;0;1.0;2012-01-24 10:52:00;652;1;1;10;1.0;8961.0;39;32;66;33;27.0;19;32.0;0.001450730945207008;7.0;2.0;31.0;1.0
Ballnut;missing;12;Case269;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;12;0;0.0;2012-01-24 11:24:00;684;1;1;11;17444.0;21234.0;11;32;21;33;10.0;48;0.0035542306810364597;0.0015541113308844307;23.0;1.0;9.0;1.0
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;302.0;2012-01-24 12:30:00;750;1;1;12;0.0;0.0;1;33;4;34;0.0;7;0;0;17.0;1.0;2.0;1.0
Ballnut;missing;12;Case269;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;12;0;75.0;2012-01-24 12:39:00;759;1;1;12;75.0;21309.0;12;33;21;34;10.0;48;0.84;0.0015486414191186822;23.0;1.0;9.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;0;0;230.0;2012-01-24 12:50:00;770;1;1;12;118.0;9079.0;40;33;66;34;27.0;19;0.288135593220339;0.001431875757241987;7.0;2.0;31.0;1.0
Ballnut;missing;12;Case27;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;192.0;2012-01-24 13:00:00;780;1;1;13;1187.0;8349.0;13;33;15;34;11.0;48;0.02611625947767481;0.001437297879985627;11.0;4.0;5.0;1.0
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;23;0;470.0;2012-01-24 14:50:00;890;1;1;14;370.0;17095.0;16;33;24;34;13.0;48;0.13243243243243244;0.001403919274641708;1.0;3.0;11.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;21;0;100.0;2012-01-24 15:00:00;900;1;1;15;130.0;9209.0;41;33;66;34;27.0;19;0.26153846153846155;0.0014116625040721034;7.0;2.0;31.0;1.0
Flange Bolt;missing;13;Case235;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;1;0;476.0;2012-01-24 15:10:00;910;1;1;15;1287.0;11578.0;6;33;16;34;4.0;0;0.031857031857031856;0.001468301951977889;1.0;1.0;9.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;59;0;20.0;2012-01-24 15:20:00;920;1;1;15;20.0;9229.0;42;33;66;34;27.0;19;1.7;0.0014086033156354967;7.0;2.0;31.0;1.0
Housing;missing;400;Case32;deviant;Turning & Milling - Machine 5;ID4794;S;Machine 5 - Turning & Milling;0;0;233.0;2012-01-24 15:45:00;945;1;1;15;0.0;0.0;1;34;10;35;0.0;13;0;0;7.0;3.0;4.0;1.0
Cable Head;missing;200;Case187;deviant;Final Inspection Q.C.;ID4493;D;Quality Check 1;0;0;361.0;2012-01-24 15:52:00;952;1;1;15;1431.0;32062.0;20;34;28;35;19.0;48;0.05660377358490566;0.0015282889401784044;1.0;1.0;16.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;4;0;93.0;2012-01-24 15:58:00;958;1;1;15;38.0;9267.0;43;34;66;35;27.0;19;0.9210526315789473;0.0014028272364303442;7.0;2.0;31.0;1.0
Ballnut;missing;30;Case223;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;15;0;481.0;2012-01-24 16:04:00;964;1;1;16;577.0;1544.0;6;34;24;35;4.0;41;0.02772963604852686;0.0025906735751295338;1.0;3.0;11.0;1.0
Spur Gear;missing;100;Case11;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;77;0;85.0;2012-01-24 16:06:00;966;1;1;16;1841.0;12506.0;18;34;20;35;17.0;48;0.023900054318305268;0.0015192707500399807;16.0;1.0;9.0;1.0
Punch Holder;missing;350;Case267;deviant;Wire Cut - Machine 13;ID3767;D;Wire Cut - Machine 13;40;0;480.0;2012-01-24 17:00:00;1020;1;1;17;3000.0;27302.0;32;34;78;35;31.0;48;0.023666666666666666;0.0014650941322980001;11.0;2.0;28.0;2.0
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;0;0;287.0;2012-01-24 17:09:00;1029;1;1;17;7288.0;7483.0;3;34;23;35;0.0;2;0.0039791437980241495;0.001202726179339837;23.0;2.0;10.0;1.0
Ballnut;missing;16;Case239;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;16;0;13.0;2012-01-24 17:14:00;1034;1;1;17;1585.0;13596.0;8;34;12;35;6.0;41;0.02965299684542587;0.0015445719329214476;13.0;3.0;4.0;1.0
Cable Head;missing;5;Case245;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;5;0;8.0;2012-01-24 17:23:00;1043;1;1;17;1960.0;7246.0;9;34;15;35;6.0;1;0.01479591836734694;0.0012420645873585426;11.0;4.0;5.0;1.0
Flange Bolt;missing;13;Case235;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;163.0;2012-01-24 18:03:00;1083;1;1;18;173.0;11751.0;7;34;16;35;6.0;0;0.24277456647398843;0.0014466853884775764;1.0;1.0;9.0;1.0
Cable Head;missing;250;Case178;regular;Grinding Rework - Machine 27;ID4872;D;Machine 27 - Grinding;0;0;121.0;2012-01-24 18:07:00;1087;1;1;18;1549.0;32477.0;15;34;34;35;12.0;5;0.052291801162040026;0.0015087600455707115;1.0;2.0;24.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;20;0;360.0;2012-01-24 20:48:00;1248;1;1;20;290.0;9557.0;44;34;66;35;27.0;19;0.1206896551724138;0.0013602594956576332;7.0;2.0;31.0;1.0
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;16;0;650.0;2012-01-24 21:30:00;1290;1;1;21;400.0;17495.0;17;34;24;35;13.0;48;0.125;0.0013718205201486138;1.0;3.0;11.0;1.0
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;30.0;2012-01-24 22:00:00;1320;1;1;22;1995.0;13434.0;13;34;23;35;12.0;3;0.022556390977443608;0.0015631978561857973;23.0;2.0;10.0;1.0
Punch Plate;Y;151;Case21;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;85;0;150.0;2012-01-24 22:30:00;1350;1;1;22;60.0;17555.0;18;34;24;35;13.0;48;0.8333333333333334;0.0013671318712617489;1.0;3.0;11.0;1.0
Punch Plate;missing;170;Case20;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;15;0;75.0;2012-01-24 23:15:00;1395;1;1;23;75.0;13509.0;14;34;23;35;13.0;3;0.6;0.001554519209415945;23.0;2.0;10.0;1.0
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;148.0;2012-01-24 23:26:00;1406;1;1;23;656.0;656.0;2;34;4;35;1.0;7;0.022865853658536585;0;17.0;1.0;2.0;1.0
Spur Gear;missing;100;Case11;deviant;Packing;ID4820;D;Packing;97;0;60.0;2012-01-25 01:00:00;60;1;2;1;534.0;13040.0;19;34;20;35;17.0;48;0.08239700374531835;0.0014570552147239264;16.0;1.0;9.0;1.0
Cable Head;missing;200;Case187;deviant;Packing;ID4820;D;Packing;60;0;60.0;2012-01-25 01:00:00;60;1;2;1;548.0;32610.0;21;34;28;35;20.0;48;0.1478102189781022;0.0015026065624041704;1.0;1.0;16.0;1.0
Ballnut;missing;12;Case27;regular;Packing;ID4820;D;Packing;12;0;60.0;2012-01-25 01:00:00;60;1;2;1;720.0;9069.0;14;34;15;35;13.0;48;0.044444444444444446;0.0013231888852133643;11.0;4.0;5.0;1.0
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;517.0;2012-01-25 04:45:00;285;1;2;4;696.0;8179.0;4;34;23;35;3.0;2;0.041666666666666664;0.0011003790194400293;23.0;2.0;10.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4529;D;Machine 4 - Turning & Milling;28;0;393.0;2012-01-25 06:27:00;387;1;2;6;579.0;10136.0;45;34;66;35;27.0;19;0.06044905008635579;0.001282557221783741;7.0;2.0;31.0;1.0
Plug;missing;13;Case25;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;7;0;101.0;2012-01-25 06:27:00;387;1;2;6;102.0;8281.0;5;34;23;35;4.0;2;0.28431372549019607;0.0010868252626494385;23.0;2.0;10.0;1.0
Spur Gear;missing;20;Case272;deviant;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;16;0;420.0;2012-01-25 06:27:00;387;1;2;6;421.0;1077.0;3;34;4;35;1.0;7;0.035629453681710214;0;17.0;1.0;2.0;1.0
Ballnut;missing;12;Case252;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;27.0;2012-01-25 07:17:00;437;1;2;7;1289.0;1440.0;4;34;11;35;3.0;41;0.013188518231186967;0.0006944444444444445;12.0;3.0;4.0;1.0
